22-11-04 18:38:58,Sitting
22-11-04 18:39:01,Sitting
22-11-04 18:39:02,Sitting
22-11-04 18:39:05,Sitting
22-11-04 18:39:07,Sitting
22-11-04 18:39:09,Sitting
22-11-04 18:39:12,Sitting
22-11-04 18:39:14,Sitting
22-11-04 18:39:15,Sitting
22-11-04 18:39:18,Sitting
22-11-04 18:39:20,Sitting
22-11-04 18:39:22,Sitting
22-11-04 18:39:24,Sitting
22-11-04 18:39:27,Sitting
22-11-04 18:39:29,Sitting
22-11-04 18:39:33,Sitting
22-11-04 18:39:35,Sitting
22-11-04 18:39:36,Sitting
22-11-04 18:39:37,Sitting
22-11-04 18:39:40,Sitting
22-11-04 18:39:43,Sitting
22-11-04 18:39:45,Sitting
22-11-04 18:39:47,Sitting
22-11-04 18:39:50,Sitting
22-11-04 18:39:53,Sitting
22-11-04 18:39:55,Sitting
22-11-04 18:39:56,Sitting
22-11-04 18:39:58,Sitting
22-11-04 18:40:02,Sitting
22-11-04 18:40:03,Sitting
22-11-04 18:40:05,Sitting
22-11-04 18:40:08,Sitting
22-11-04 18:40:08,Sitting
22-11-04 18:40:10,Standing
22-11-04 18:40:13,Standing
22-11-04 18:40:16,Standing
22-11-04 18:40:18,Standing
22-11-04 18:40:19,Standing
22-11-04 18:40:23,Standing
22-11-04 18:40:26,Standing
22-11-04 18:40:26,Standing
22-11-04 18:40:28,Standing
22-11-04 18:40:32,Standing
22-11-04 18:40:33,Standing
22-11-04 18:40:36,Standing
22-11-04 18:40:37,Standing
22-11-04 18:40:40,Standing
22-11-04 18:40:41,Standing
22-11-04 18:40:45,Standing
22-11-04 18:40:45,Standing
22-11-04 18:40:48,Standing
22-11-04 18:40:51,Standing
22-11-04 18:40:52,Standing
22-11-04 18:40:54,Walking
22-11-04 18:40:56,Walking
22-11-04 18:41:00,Walking
22-11-04 18:41:03,Walking
22-11-04 18:41:05,Sitting
22-11-04 18:41:06,Sitting
22-11-04 18:41:07,Sitting
22-11-04 18:41:11,Sitting
22-11-04 18:41:13,Sitting
22-11-04 18:41:16,Sitting
22-11-04 18:41:18,Sitting
22-11-04 18:41:20,Sitting
22-11-04 18:41:22,Sitting
22-11-04 18:41:23,Sitting
22-11-04 18:41:26,Sitting
22-11-04 18:41:27,Sitting
22-11-04 18:41:29,Sitting
22-11-04 18:41:32,Sitting
22-11-04 18:41:34,Sitting
22-11-04 18:41:36,Sitting
22-11-04 18:41:38,Sitting
22-11-04 18:41:40,Sitting
22-11-04 18:41:42,Sitting
22-11-04 18:41:44,Sitting
22-11-04 18:41:48,Sitting
22-11-04 18:41:49,Sitting
22-11-04 18:41:51,Sitting
22-11-04 18:41:53,Sitting
22-11-04 18:41:57,Standing
22-11-04 18:42:00,Standing
22-11-04 18:42:00,Standing
22-11-04 18:42:04,Standing
22-11-04 18:42:07,Standing
22-11-04 18:42:09,Standing
22-11-04 18:42:11,Standing
22-11-04 18:42:12,Standing
22-11-04 18:42:16,Standing
22-11-04 18:42:18,Standing
22-11-04 18:42:19,Sitting
22-11-04 18:42:22,Sitting
22-11-04 18:42:24,Sitting
22-11-04 18:42:27,Sitting
22-11-04 18:42:29,Sitting
22-11-04 18:42:32,Sitting
22-11-04 18:42:33,Sitting
22-11-04 18:42:34,Sitting
22-11-04 18:42:38,Sitting
22-11-04 18:42:40,Sitting
22-11-04 18:42:42,Sitting
22-11-04 18:42:43,Sitting
22-11-04 18:42:46,Sitting
22-11-04 18:42:49,Sitting
22-11-04 18:42:51,Sitting
22-11-04 18:42:53,Sitting
22-11-04 18:42:54,Sitting
22-11-04 18:42:58,Sitting
22-11-04 18:43:01,Sitting
22-11-04 18:43:03,Sitting
